Text,Is_PII
how long would it take to get from New York to Los Angeles,
i need help trying to find how many days it will take to get from new york to los angles on a train,
Is there a parking lot at the Jacksonville station where I can park my car for 2 nights while I travel on the train,
"I don't want to book the hotel, just train from Vancouver, BC to Seattle, Washington so can I continue my reservation",
if i leave utica on january 17 2016 in the morning what time do i get to philadelphia pa,
"How do I get from Hartford, CT to Morristown, NJ or near it?",
"Hi there, Im wondering if when I buy a superliner room - is that two tickets or one?",
I sent a package by cname- and I want to know the status,
"Hi, last week I saw that the promotional fare for Auto train was $95 per adult. Not able to see that in my cart",
Can only get one way instead of round trip. There doesn't seem to be a second page for returns.,
"Hi, how much does it cost roundtrip , from Norfolk VA to Raleigh, NC, if I leave Dec 19th and return Dec 24th",
I am a AAA card holder. I want to purchase a ticket for a relative. Could I use the AAA discount if im not the one traveling?,
I need to know the cost and schedule of the shuttle that goes from union station to lax,
im trying to schedule a trip but its not letting me it states my log in is not valid,
"Is there a train stop near Fairfield, CA on the line to Reno, NV?",
We have tickets for tomorrow morning @7:25 can we change and leave @ 8:43?,
"Hi -----, I am looking into purchasing a ticket on the cname- from New york to Washington DC in January. Train tickets say ""no baggage check-in"" does this mean that I cannot bring a suitcase with me?",
"Is there a train from Palm Springs, CA to St. George Utah",
"Hi -----, I've reserved train on Jan. 18, 2015 (at 8:30 AM departure) in New york Pennstation",
I need to look at a weekday schedule for the Newburyport Rockport train line.,
"My mother bought my ticket and accidentally put her name instead of mine, I am worried they will not let me use the ticket",
hello i need to know a price from springfield ma to aberdeen md,
I am a single mom with 3 children 2 - 3 - & 7 yrs of age why do I have to pay an adult fee for my 7 yr old,
"hi want to take a train to south centeral Colorado from Denver, but site keeps putting me on a bus,",
Can I make a reservation now and pay for the tickets in cash at the station?,
I am trying to book a round trip from San Antonio to El Paso around January 1 and coming back 5-7 days later I can't seem to do it,
Are there any additional safety measures being taken on the auto train?,
Hello my name is --- I would like to know how long does it take from Eugean OR. to Lancaster CA,
#NAME?,
If I buy a ticket for a certain departure time can I catch a later train if I miss that time?,
I am trying to find a train from Philadelphia to New York Penn and have a bag I need to check what are my options,
When I tried to pay with my American Express card I couldn't continue because I got a message that my number was too short. My card number was correct.,
This is our first time on a train. Do I get assigned seats? Have a family and need to make sure we have seats together with the kids? Thanks,
"Hi -----, I'm not able to type in my card security code",
"hello. -----, i just tried to buy tickets. But, I am not sure if it is successful or not",
how do I book round trip tickets from newark penn station to cary north carolina?,
I'm a person with a disability I'm under 65 what document do I need to present,
"i purchased a ticket for my son and he never used it ,can i get a refund ?",
I will be leaving the BWI station. How long ahead of time do I need to get there? I have my ticket.,
"How long is the train ride from Boston, Massachusetts to Birmingham, Alabama?",
I need to reset my password but I haven't received the email to do so.,
Hi ----- do you have a Train that runs from San Diego to Everett Washington or does it just go to Seattle Wa,
I have ticket on the 330 Northwest Regional tomorrow; is it possible to switch to the 2 pm?,
"I have a trip planned for 12/04/15 from Eugene, Oregon to Portland, Oregon. I need to extend my itinerary to Vancouver, Washington. How can I do this?",
"I wanted a ticket from Baltimore penn station to New York Penn station and just noticed that my assistant booked me from BWI to NY Penn, can this be corrected?",
I did not use a one way ticket from 11/20. can that ticket be credited towards a future trip,
I forgot my password and clicked on the link asking that it be sent to me. That was hours ago. I still don't have an e-mail with the new password.... What do I do now?,
Hi i want yo know if hoy have auto train Virginia to Denver ??,
If I have tickets for your south station in Boston mass .with arrivel time 10:10 pm,
"Hi -----, I bought a ticket for my son to come home from Washington DC to Stamford Ct scheduled to travel on November 13. The train was late, so my wife bought him a more expensive ticket. I would",
"I want to reserve reservations from Buffalo/NYC for Sunday leaving exchange street - reservations say empire service i don't know what that means, is it not from exchange street in buffalo",
"I'm having trouble finding a route from JAN to CLB, what do i need to do",
"I want to get a quote for a round trip. About 4/16/16- 4/20 from Pittsfield ,Mass to Washington DC",
i made a reservation ------ but have not received email with ticket,
"----- I'm trying to pay for my ticket Reservaion #------, but it's showing that I don't have any. Can you help?",
"can I travel from deming, nm. to los angeles, ca. and return the next day.",
"I have bought a ticket for Friday, January 15. Can I change the day of travel to January 14?",
Need information on the Polar Express Train ride from DuQuoin Illinois to Centrailia,
Hi my question is on the 421 eagle leaving Austin on the 19th to LA it departs at 6 30 pm then it goes to san Antonio and leave there at 2 45 am to LA it does not take 8 hours to get t san antiono,
"hi -----, I just bought a ticket and I would like to switch it out for an Acela ticket. Is this possible?",
"hi im trying to find my old reservation for tomorrow to print out, how do i do that?",
I would like a train from oceanside to westwood ca on saturday morning arriving 8:30 am is that an option,
I want to book business class on coast starlight but do not see it listed,
"I would like to see trains scheduled from Syracuse, N.Y. To NYC. Leaving Syracuse around midnight or so to arrive in NYC around 6 Or 7 am",
"how many miles from rochester, ny to washington - union station dc?",
i can not login to my account and the email to reset password is not going to my email,
I made a reservation today but now I cant find it on cname-.com,
I am told to use the find a station link. Where would I find that?,
I need to add my member number to an already booked reservation.,
How long does it take for a password reset to become activated. I just changed mine but the website is still not recognizing it.,
hi could u tell me which track the 2167 Acela might arrive?,
I sent a message prior. Did you see my question? Problems making a reservation and paying with a Visa Card,
I am encountering a system issue that is preventing my request to book at ticket from Union Station CA (LAX) to San Diego CA (SAN),
"why have me fill in all the boxes then respond with ""problem finding service""without giving alternate ideas…can't just guess on train service / stations",
i didnt get the email for changing my password because i forgot,
I am looking for the closest station to Charlottetown pEI from montreal,
"can I pay for my tickets when I get to Sanford, fl?",
How do I find out what type of train I am traveling on,
How can I get from hatfield pa to jfk airport in New york,
bought a train ticket yesterday and sent it to wrong email what do i do,
How much is the ticket from los Angeles CA to oklahoma city ok one way,
Hello how much for a round trip ticket from Detroit to chicago,
What time do I need to be there prior to my trains departure?,
I am looking to go on the starlight express from the bay area to the lake tahoe,
"i requested a ticket at the station, and not an emailed purchase voucher, and boarding pass. what do i do now.",
need to schedule a trip from Niagara Falls NY to Toronto Ont. for the dates of 02/12/2016 thru 02/14/2016,
"will there be track work on 12/25/15 from Boston, MA to New York?",
Do all passengers qyualify for AAA discount if only one passenger has AAA card?,
Hi. I am Military Retired and am looking to get as close to Hilton Head SC on 12/20 and returning 12/27. Can you help me?,
"do you have a train coming from las vegas NV to Burbank, ca",
Is there a phone number I can call to cancel a reservation?,
I 2ant to go from mn to in is there a train that goes there,
"Was thinking of taking train from Fort Lauderdale to South Carolina, what city does it stop in in South Carolina?",
Are teh fares displayed RT or OW based on what was selected?,
I thought I had made reservations for roundtrip tickets for two seniors between Washington Union Station and New York Penn Station leaving Dec. 9 and returning Dec. 11 but did not get email confirming,
how do I find a schedule that tells me when trains are leaving a destination,
Can I book a ticket for someone else using my rewards account?,
why are buses showing up when I want to look at only train schedules?,
"I have a reservation on March 31,2016. I printed the cname-: eTicket Receipt for my trip is this sufficient to get on the train or is there something with the barcode on it ?",
Don't have tickets how do I get them emailed by reservation number,
"omg, this website is TERRIBLE! That was the 5th- the FIFTH- time I've followed your directions and reset my password.",
hi -----. What are the fares to go cname-- with a booth 2 adultsround trip jan. 17 to jan 22? leaving klamat falls oregon to lax,
"Looking for tickets from Philadelphia pa, on 12/18 to Charleston, sc one adult and returning on 12/19 with two children age 8 an 9 years of age",
"When boarding the train from station in Summit, IL going to St. Louis, MO which side of the tracks do you board on?",
"Hi -----, I need to travel from Williston, ND to Havre, MT and return back to Williston with my dog",
"I need to get from oxnard to san francisco on Dec 22, what route and cities should I take",
"Hi -----, I wanted to upgrade our trip from Pittsburgh to NY from December 19 to December 23",
looking for trains from montplier vt to pittsburgh pa on dec 22,
"I have typed in from Grand Juction, CO to Denver, CO as we are an adult with AAA membership and 1 senior. I think everything looks fine, how do I pay for the two coach seats?",
Im trying to enter my departure date but it doesn't allow me to click on it,
"HI, -----, I WOULD LIKE TO TRAVEL FROM DAYTONIA BEACH FL TO DELRAY BEACH FL BEGINNING IN FEBRUARY OF 2016, IS THAT POSSIBLE?",
I would like to know what would be the least expensive ticket got 2 adults and one senior to go from Phoenix AS to Washington DC anytime from January 17 to January 23 .,
I'm trying to purchase a ticket but when I click on the train nothing happens,
im trying to book a ticket for my friend in rocky mount nc,
why does cname- allow non-disabled people to ALWAYS occupy the disabled seats???,
I am trying to log in - I clicked Forgot password - but that is still not working.,
I am so frustrated with your site. I am trying to buy a gift certificate and at checkout it keeps asking me to log in or checkout as a new customer. Keeps telling me my login info is wrong!!!!!!,
"What would be the best option for traveling between Philadelphia, PA and Denver, CO areas in summer 2016 for 3 adults?",
Just completed a critical survey on NYC to DC Acela service 11/24/15. MUCH of my negative numbers reflects Congress' failure to adequately fund cname-. NOT YOUR FAULT-but Congress hates NYC!,
is there a phone number for the cname- in ann arbor Michigan?,
hello I have a question regarding the statement no checked baggage> does this apply to a carry on case?,
Hello: I called and booked tickets from Port Huron to Chicago from Dec. 8- Dec. 12. I am not able to find the email with the tickets attached.,
"are there any trains from MET to PVD, friday night, DEC 11, 2015?",
"what is cost for roundtrip from Atlanta, GA to Newport News, VA 23607",
Hello can I pay at the station I don't have a card,
I forgot my password to long in an I'm not receiving an email on how to retrieve it,
I have a California rail pass do I need to make reservation by phone or can it be done online?,
I recently purchased a ticket and it doesn't show up on my account,
From penn station nyc I am taking the 291 cname- leaving at 3:15,
how much does the tickets cost to go to flordia from baltimore,
In the past there have been one or two unhelpful conductors during the boarding process. I have seen an improvement over the years and am pleased. Sometimes it's hard to understand the announcements,
The method to receive ticket is in active preventing me from making my reservation,
"I NEED A TRAIN FROM OSCEOLA, IOWA TO PHOENIX, ARIZONA AFTER CHRISTMAS THAT RETURNS TO OSCEOLA AFTER NEW YEARS DAY",
"i need to get my mother-in-law from prescott valley az to kingman az, how can I get the shortest route?",
I would like to change my reservation but the website won't allow me since I am paying with a different credit card from the one I purchased the original ticket,
I asm trying to find a date opened to buy tickets for my son's family of 4 no one is disabled I will not be going any date in Dec that is available in Dec.,
"Hi, I wanted to book trains for me and my two children, from New York to Lafayette, la. to arrive christmas eve day or early chirstmas day, but it wont' allow me to do so,",
want to get a round trip ticket from needles ca on 12/30/2015 to san Bernardino ca and return on 01/01/2016,
I am trying to log in I have rest my password 3 times already and it will not allow me,
hi ----- - i'd like to purchase rt bus class tickets from los angeles to s,
how do I know when san jose train stops at college park station,
Can you tell me if there is a number I can call to get tickets?,
I need information on cname- going to Randolph Vermont from Chicago Illinois,
I need help seeing a ticket price to travel from Kansas city to Los Angeles on or after the 26th of December,
"Travel Insurance - it says $500 maximum per ticket. My daughter and I are traveling, would the insurance be $500 for each of us. Or $500 for both.",
requested password reset the message said an email was on way.....been twenty minutes...I receive all cname- ad emails...may I have phone number for reservations??,
enrolled in cname- guest rewards after purchasing tickets how do I add the points from the trip,
I have made a reservation as a guest and have now created a profile but cannot see my booking,
can not get the credit card to take. I have all the right information and it just keeps kicking back,
Hi! Can I take a rental car on the Coast Starlight from PDX to CMO return? Thanks,
"if I can not make it, would the ticket be still usable ?",
can we get off the train T CONNELLVILLE AND CATCH THE A TAIN ON TO NEW YORK OR WASINGTON PLEASE,
can we use tickets from Harrisburg pa.to nyc.at middle town pa. station?,
I am taking the silver star and carolinian. Will they have WIFI?,
"what is the schedule for january 7, 2016 if t want to travel from fresno ca back to chatsworth ca",
"If I am trying to get from LAX to OSD and land at the airport at 3:30, if I buy a ticket for the 5:10 train but am able to get to the station for the 4:10 train can I exchange at the station? If not c",
i need to know what station in salinas ca i have to go to to get to san francisco,
IM WONDERING IF YOU CAN TAKE SM ETS VON THE TRIN IM PICKING UIP A PUPPY IN VANCOVER WA AND THAN COMING BACK TO SEATTLE,
"how long is the train ride from new york city to austin, texas",
"My boss has an cname- Guest Account and he would like to use his points or coupons to buy a ticket for his daughter, is that possible?",
I want some specific information on the cname- station in Grand Rapids MI the parking there used to be horrible and I heard they have done some renovaitons. I am wondering if the parking situation i,
I purchased a ticket and Ill like to upgrade to a cabin to sleep ?? Res. #: ------ from LAX to PDX on 12/17/2015,
If you are delayed more than 8 hours can you take a bus to your destination,
I bought a ticket from Union Station Chicago to downtown Milwaukee for tomorrow leaving at 8:05pm. Do I need to switch my ticket if I want to leave earlier? Or can I just show up for the Hiawatha trai,
i just charged a ticket and did not receive e-ticket in my emailthe,
How many hours does it take to travel from New Jersey to New Orleans,
how much is a round trip ticket fro sacramento calif to brookings oregan for( 10 passengerer,
i deleted my e-ticket by mistake can you resend to my email,
"Hi, I purchased three tickets on December 1st for a trip to Bellingham from Seattle, Washington. I am now noticing I never received confirmation. Does this purchase exist?",
"My sister and I want to go from Trenton Transist Center to NY Penn station on November 10, 2015 and return on same day. Departure Train @ 540 AM from Trenton Transite center and eparture from NY is @",
"Hi, I am travelling to Camden SC in Feb and am flying from New Zealand to Charleston. I just want to confirm that there is a train to either Camden or Kershaw from Charleston on 08 or 07th Feb 2016",
what is the price for round trip between toronto and new york,
trying to find a good deal and good timing to go from New york to Baltimore (BWI),
trying to plan route penn ny to montgomery ny. can you help me?,
"Hi does the 54 Vermonter train go from Newark, no to Hartford, ct without any transfers",
is there a train service from los angeles ca to san franciso ca?,
"I have clicked on the price for a coach seat, but when I enter ""add to cart"" it keeps coming back ""select price."" That's pretty use.less",
I purchased a ticket for my son this summer that I never used. I am now trying to track down information on the ticket so that I can use it. Can you help?,
"Hi, I want to travel from Boston (south Station) to NY Penn Station on 5th january at 9:36 pm from Boston. The route is 67 Northeast Regional.",
is there a difference in price between upper level & lower level?,
"on Wednsday, June 22 train numbr 2155 NYC to Washington DC with a first class ticket, is a free meal included ?",
do you have seats available for this evening for travel from Chicago to Springfield,
"what is the travel time from Houston, TX to Quincy, IL by train?",
"I reserved a train trip with one thruway bus seat, I have no information about that reservation on my e-ticket",
I want to know the cheapest evening train fromNYP to WAS thisFriday.,
"I've entered the destination city, the arrival city, the departure date and the time, but when I click find trains, it does not execute the search for me. Is there another way to check availability?",
I am not sure that the trip I just booked went through,
Can you get off the train and stay the night in city,
can i take my pet witm me iam planing on traveling from chicago il to salt lake city ut,
i want to know what site for cname-- to apply for jobr,
how much is round trip from Anaheim tostation to El Paso Texas,
There is an error message when I tried to purchase my tickets please help,
"I have a member number, how do I apply it to my travel this week",
I live in florida and want to take the train to boston,
Can my ticket be used to board at a different stop along the way?,
"If I have a ticket for a certain time but could use an earlier ticket, what do I do?",
"i cannot purchase ticket. notice says i have an invalid character, which i do not.",
"I purchased a round trip ticket to Kingston, Rhode Island for Friday November 13 and can't find my ticket - don't remember if I printed my ticket out - can you help me",
I bought a ticket for a train trip tomorrow. Now I need to leave today can I use my existing ticket and pay the difference,
do i need to print tickets bought online or show on phone,
what would the cost for 2 adult from Toronto going to New York from Dec4-Dec6 Round Trip,
"I live in Canton, Il. Want to go to Jackson, Mi. Not understanding the printed schedules online.",
I need to get from newark De to American University can you help me out?,
hello. i just wanted to know if theirs pet allowed in the train?,
I am trying to get a quote leaving Indianapolis going to Wisconsin,
"Can the cname- employee (children) passes be used for the Wilkes-Barre, PA Bus Station or do we need to purchase a ticket?",
hello is there free wifi on the car train from Lorton va to,
"I would like to take the train from Palm Springs Ca to Escondido, Ca",
How much time do I need to allow to be at the station before departure,
On the Coast Starlight what is the difference between the $22.95 coach seat and the $45.05 coach seat?,
"What is the phone number of the regional transportation center syracuse, NY",
How early do I need to be at the station (Penn-NY) prior to boarding?,
Are passengers able to transport a jet ski on the auto train?,
How can I find my cname- Guest Rewards number when my email address has changed?,
I can't find a place to enter the return trip for the trip back,
"My eVoucher expired on 10/24/15. I understand that it expired after 1 year, but was hoping that perhaps you could override the system to allow my use of the $31.50 voucher? Only 9 days past date. Thx",
How do I go back to print out receipt for an cname- eTicket? (October 5/7) RES#--------------,
"please tell me the train availability between Cherry Hill, NJ and Washington Union Station - Washington DC",
Hi -----! I am looking to dispute a charge. cname- charged me for two tickets after I modified my reservation.,
if i purchase an acela business class seat am i guarenteed to get a seat verses stand on a train,
"-----, I need to make this a one-way ticket. Leaving on 11/20 same time4:46am, but want to cancel the return train. How can I do this? ------------------",
"If I purchase an ""unreserved"" coach seat does this mean I may not have a seat available when I get there?",
Just to check the train new york to Boston at 11 am tomorrow. is that a fast train,
"I want to buy a ticket. I have filled in the information but the ""find trains"" button is grayed out and won't work. What am I doing wrong?",
"I am trying to redeem points for a trip, but it says that I do not have enough points.",
"How much does it cost for 2 seniors and 1 auto from Lorton, VA toJackeonville, FL",
hi. i need to link an existing reservation to an account. can you help me with this?,
why is it giving be bus service when i search train service?,
Hi...I am having problems cancelling a reservation. problem with CC expiration date.,
if I miss my train can the ticket be used in the future,
I am wanting to book the California ZephyrTrain for next September could you tell me when that would go on sale?,
"Hi, I would like to travel from Los Angeles to New Orleans on the Sunset Limited sometime in Janaury",
hi is the 11 coast starlight a direct train ride from San Jose to Los Angeles,
Yes please. Are there any extra trains added to schedule from yonkers north on Sunday Nov.29th?,
I'm trying to modify reservation # ------ on the 29th to the 28th and I'm getting an error,
Hi I want to take auto train on dec. 2nd with my car and a cat in a small carrier - information please?,
I would like to know all current reservations made under this account ###########,
"hi ----- , i am looking at travel from jan 10,2016 ,from st.paul mn. to new orleans la.",
i think i bought 3 tickets but was did not get my email tickets,
if i get to the train earlier than my reserved train would i be able to take the earlier train?,
"What do i need to do to use the daytime parking at the jack london square, Oakland station?",
"Hi .. I am looking to book online and haven't done a sleeper for awhile. I will be traveling alone (not sure of dates yet, possible funeral soon) but do I have to purchase a reserved seat",
"Hi, I'm having a problem cancelling the Departure portion of my trip, reservation ------, I want to keep my return trip, but I don't need to take the train on Saturday, Nov. 7th anymore",
What would be the cost of a one way ticket from San Francisco to New York?,
Ive been getting E-mails from cname- but i cannot log on to my account,
"I need a train from union station to tulsa, ok. help finds",
i don't understand your website at all...frustrating to say the least...i want a roundtrip ticket from pittsburgh pa to san antonio tx..leave on the 14th and return on 16th...am a senior....---,
hi conf. ####### do we need to check in today for we leave tomorrow,
"Can I rent a car at any of the cname- stations in the Detroit, MI area?",
"how much is a fare from Gainesville,Ga to El Paso TX anytime",
I would like to surpise my boyfriend of 4 years with train trip on November 21 trip to Austin or Dallas,
I need to travel from Pasadena to Susanville Prison I need help as to what route I should take,
I have an itinerary but cannot make and pay for the reservation. Help!,
trying to finf a station from ga or s c to me,
"Do you have a train going from Billings, Mt to Denver, CO on November 11, 2015",
Does the Pacific Surfliner actually stop in San Diego Old Town as well as downtown San Diego?,
i need to go to fargo north dakota from san diego ca,
do you have a train that goes from los angeles to fresno,
I have filled out the ticket I want to purchase and can't find how to pay for the ticket.,
I just made a reservation for my daughter but she did not receive the reservation on her email.,
how can i get 25% off if I buy 2 weeks ahead,
can you give me a phone number to call to book a train,
What does Error ID 503S mean? I am trying to modify my reservation # ------.,
after purchasing a ticket may I change my time of departure without penalty,
"I keep getting an error when I try to process a trip for January 2016, what is the issue?",
"Hello, I am actually looking for information on the application process for the next round of cname-- Residency .",
I need to book for 9 adults and 1 child do we get a discount,
"i made reservations on a train roundtrip and put in my credit info and the page said dont refresh page or transaction may be interrupted , its been an hour and 1/2 , am I to assume that it didnt go ?",
hi I just made a reservation and realized I had a typo on my main email address - how do I correct it?,
Hi ----- I live in Palm springs Ca. I needed to know where would be the nearest cname- train station where i can get on to Monterey Ca. or near there. Can you help?,
hi ----- I'm having trouble finding out if i can take my car with me,
I don't see a lock in the address bar. Is this site safe?,
"Why can't I find a train route from Solana Beach, CA to Spokane, WA?",
"Just finished your survey, but no space to write my experience about one of your employees on the train, she was very rude to passengers and not helpful with first time travelers. I myself helped them",
do u have ------------- scheduled from lynchburg to alexandria for fri this week,
Can I bring in my reservation number to cname- desk to get a replacement eticket,
"please enter my cname- Guest Rewards ########### to my round trip ticket , reservation number ------",
I want to travel from Lexington KY to Boise Idaho. Is there a way to do this without bus or self transfer?,
I just placed a reservation for November 13th 2015 round trip to Washington DC Union Station and I have not received my eticket.,
I need to find a station near St. Louis Missouri that will take me to Dodge City KS,
"Hi Julia, my daughter missed her train this morning from Lynchburg VA to Alexandra VA. Her reservation Number is ------. Is there anyway I can change her ticket for tomorrow morning November 7th.",
what will it cost to take a train from Philly to new york city,
I am looking for two tickets from new orleans to philadelphia roundtrip,
I need to get on a bus ASAP are there any other bus's i can travel on?,
"Is this fare correct? $162.00 for round trip tickets for 2 adults from Osceola, IA to Fraser,CO?",
I am trying to make a reservation from fresno to san francisco civic center station.,
Can i go to cname- in Dearborn to purchase my roundtrip tickets,
hi ----- I keep getting error id: 720S when I try to price a trip,
Is there an way to take 4 bags on the Hartland Flyer from Dallas Texas to Norman Oklahoma?,
do you have auto trains to myrtle beach sc from wash dc area,
Need to buy ticket to go from Bakersfield to Santa Rosa ca,
We have reservations on the auto train for Nov.12 to Lorton Va. Are the trains up and running because of the past storms?,
Does the Vermonter go all the way from Phila to White River,
I want to redeem points and do a round trip. how do I do that?,
Try to book a train for my mother from newbern ten to Milwaukee wi,
what's the difference between coach seat and business seat on Lake Shore Limited from Buffalo to ALbany NY?,
the mobile app is telling me that my train has been cancelled,
"dOES TRAIN GO STRAIGHT THROUGH FROM rENO, nV TO sAN dIEGO, cA",
"why don't I see an option to purchase the ticket for the 796 Surfliner from Santa Barbara, CA to Ventura, CA at 6:59 departure time on Saturday, November 7, 2015",
Hi. Can I get on at one stop after the one I have on my reservation>,
hi there is traffic and im trying to catch my connecting bus at the transbay terminal. what can i do,
How do I skip the hotel window and move on to passenger info?,
"What schedule will get me from Buffalo, New York to Wilmington, North Carolina?",
"Did the cname- train depart Greensboro, NC headed for Atlanta on time tonight?>",
I need to cancel my trip. How do I go about doing that?,
The the auto train to Florida have wifi in all the cars or just in one car?,
"I have a broken ankle & use a mobile scooter for transportation. As I look to book a ticket, it says ""1 coach wheelchair space"" but the definition shows a spot to park the scooter but not to sit. ??",
Is there a train that goes into Columbus Ohio from East Lansing,
how do I modify the price on a reservation booked under student advantage,
"I need to track a train number, but I dont know the train number but I know the station",
"how much is a round trip ticket from denver, co to grand junction, co for one senior",
Bought one way from NO to Memphis this Sunday. Can you tell me the departure time in New Orleans?,
can you help me apply a promo even though i dont quite fit the criteria,
I am a new member to student advantage and am trying to get my 10% discount on my tickets for cname-...my number won't enter into promo code. DO you know how I go about this?,
I have etickets already. how much time do I need to arrive at the station before my train leaves?,
Im looking for a train going to hamlet from wilmington delware around 11/28,
"I made a reservation with the wrong name, how do I change it?",
What size bags can u take on the train if u can't check them,
Hello! I'm would like to find out about using an cname- pass for retired Southern Pacific employees.,
"What is the closest cname- station to Columbia, Maryland going to Kissimmee, Florida?",
"I'm trying to price a trip from Peoria, IL to Cary, NC. Please assist",
Hi -----. We have tickets from NY penn to Albany at 5:15 and would like to leave earlier. Is that possible,
"Good morning -----, question is I am trying to get a quotation form Bellingham to Portland leaving May 13th and returning May 16th. 2 but",
----- I need to change my departure from 6:55 am on 12/30/2015 to 11 am. My reservation # is ------.,
Is I need to buy a ticket now for next week trip ?,
"I'm trying to get my father from Long Beach, CA to San Jose, CA for the holidays. I'm confused as to how to do it?",
can you catch the cname- from a location different from that printed on your ticket?,
#NAME?,
If we have a retired military ID do we still need to sign up for Veteran Advantage,
Hi searching for a round trip from Bridgeport ct to phil. PA & back from 11/19 to 11/22,
"What time arrival if Dallas departure Nov. 20 , Train 422 to Chicago Union Station?",
does cname- help with booking a trip across the usa west to east,
I am trying to make a reservation and it says system down. Is there a phone number I can call?,
"Good morning, we're from England and are trying to book a train journey for next year, from Los Angeles to Las Vegas. Please can you advise if there is a direct train route, thank you",
does the 8 am train to NYC have a breakfast car on 11-10-15?,
Does a person have to be on the train with the car?,
Hi. I believe I mistakenly deleted the email with confirmation information for my trip on November 25th from NYP to BAL. My name is ------------ and I paid with a mastercard. Can you help me find?,
Hi -----.i was just wondering if i could change my deaprt place,
want to travel from mt. plesant iowa to kirkwood mo. on 12/22/2015 and need to buy a round trip ticket,
how do I get a refund for my ticket? I won't be needing it,
I amking cname- reseverations for 2 people and the other is not a guest rewards member. It appears it will not process without a a memeber rewards number.,
"i am trying to get a train ticket for November 12th this Thursday from Jackson, ms to ladson, sc 29456. can you assist?",
I need a faster way to contact the office of Customer Relations. I have their address. I would like an email or a telephone #.,
What time do I have to arrive to Sanford Auto train by?,
im trying to get a rate but its not allowing me to put in a departure date,
"Going to the chargers game from oceanside, where is SD to I go?",
Hi ----- we are looking for a one day trip from dc to nyc,
What are the hours of the Dinning Car on the California Zepher?,
I cannot find any trains departing from Niagara falls going towards toronto. is the train down?,
Multi-ride tickets - Is it ten round trips or 5 round trips?,
I have not yet received my email ticket. Is there a problem? Thank you,
I need a train time for today from San Clemente to San Diego after 1:00 pm,
unable to reset my password. I don't recall the phone number associated with my account.,
What would be the closest station to French Lick Resort in Indiana?,
"-----, I have reservations for Sunday, November 16th, travelling from St. Louis to Chicago. I inadvertently deleted my email with all info. Have I can have the reservations/tickets resent to me?",
Can I bring a bicycle on the train from New York City Penn Station to Philadelphi?,
when should I see guest rewards for three family members I signed up to guest rewards? It has already been about two weeks.,
"trying to log in, forgot my password and clicked the link but never got it sent to me",
"Hi, I bought the tickets for my whole family from Vancouver BC to Los Angeles. My reservation number is ------. Can I upgrade it from coach seat to a family bedroom?",
Can I make stops in salt lake and Denver on the caliphornia zephyr?,
"my train says 511 null as the train type, what does that mean?",
"It says I hAVE Q\WRONG ZIP CODE, BUT i ENTERED CORRECT NUMBER",
Can I change the return part of my trip to leave from another station?,
How do I book travel from southern ca (camarillo) to San Francisco. I know I need to do a combination of a train and bus.,
I'm looking for a train that leaves Oakland California to Seattle Washington,
"Hi, I need to cancel travel for this Weds and have it placed on an evoucher.",
i made reservations on line for a round trip and the first selection i made i cleared the cart because i wanted to change my selectiondid i just make two reservations,
What does a round trip ticket cost for aaa members on this itinerary,
I have requested a password rest but it has not come through to my email yet,
"I want to know how i can get from Martinez, CA to Las Vegas",
"hello, can I just reserve a roomette instead of a family bedroom? I I will be traveling with my 2 small children who will be sleeping with me anyway, we dont need 4 beds",
We have not received receipts with eTickets for reservation #------ and ------.,
Can I park at Princeton Junction for three days during the week overnight,
I want to use my points for a round trip fare from Chicago Union Station to Spingfield IL leaving Friday 11/13 at 7 a.m. and returning at 4:55 pm from Springfield. How do I do that on line,
I went on your site this morning and put in my trip and I saw one way fares for,
I would like to travel for a day trip from Grover Beach CA to Carpenteria CA....1 AAA Adult & 1 Child 2-12 years old,
"I already bought a ticket, I have a confirmation number. How can I print a ticket",
i would like to purchase ticket from seattle washington to bangor maine,
"I'd like to schedule a one-way ticket from Penn Station NYC to Philadephia on 12/18, but I can't seem to see how to do that on the website.",
"I am traveling to purchase a puppy, can I travel back with him on the train?",
"can we get a train from Jefferson City, MO to Wilmington, DE/",
Good afternoon - is it possible to get a receipt for a trip already taken? Specifically ------,
I need to know what a round trip ticket would be from Denver Colorado to Montrose Colorado. Leaving Denver on 12/04/2015 and returning on 12/08/2015,
i want to talk to an agent to book - can i have a phone number,
"I didn't receive the emailed ticket for my trip on 12/9, from Emeryville, CA to Boston, MA, reservation confirmation no ------. Could you please email it again to --------------------. Thank you.",
I am trying to book 2 adult passengers for 12/24/15 from Greensboro NC to Philadlephia and I selected 3:44 am Saver tickets and it says 20 crescent for depature and to come home it says 79 carolinian,
"Is there a train that goes from Chico, CA to Riverside, ca? I keep seeing bus references",
i got a ticket for the 12 at145 am to i go there onthe 11th,
when is the train arriving in green river utah tonight from Colorado,
How can I add another ticket for a child to my itinerrery,
what do you do what a passenger is left at a station during travel,
I am trying to reset my password but do not know how to log in,
do you have to use a veterans discount card to get veteran discount?,
Im looking at a roundtrip from Cleveland OH to Greenville SC what time will I arrive in Greenville SC if I book it on Dec 5.,
Hi I'm going home from NYC to Hartford CT I have 1 carryon and 1 suitcase approx weight 20kgs .Will I be able to take my bag without hassles. Let me know so I can book the ticket online,
